Ngày đặt hàng,Số đơn hàng,Mã khách hàng,Mã sản phẩm,Số lượng,Đơn giá,Thành tiền
3/17/2025,BH25.0276,"	KH-00046","	000224002026000",1,1558796,1558796
3/17/2025,BH25.0276,"	KH-00046","	000225002004000",5,1618981,8094905
3/17/2025,BH25.0276,"	KH-00046","	000225002015000",10,1618981,16189810
3/17/2025,BH25.0276,"	KH-00046","	000225002023000",20,1618981,32379620
3/17/2025,BH25.0276,"	KH-00046","	000226003015000",5,1685185,8425925
3/17/2025,BH25.0276,"	KH-00046","	000215004000000",5,1558796,7793980
3/17/2025,BH25.0276,"	KH-00046","	000218002001000",1,1498611,1498611
3/17/2025,BH25.0276,"	KH-00046","	000218002007000",1,1498611,1498611
3/17/2025,BH25.0276,"	KH-00046","	000209002007000",1,1438425,1438425
3/17/2025,BH25.0276,"	KH-00046","	000207004000000",2,1498611,2997222
3/17/2025,BH25.0276,"	KH-00046","	000131002019002",1,1197685,1197685
3/17/2025,BH25.0277,"	KH-00184","	1000240020090000",3,500000,1500000
3/17/2025,BH25.0277,"	KH-00184","	1000240020220000",1,500000,500000
3/17/2025,BH25.0277,"	KH-00184","	1000310050010000",2,2150000,4300000
3/17/2025,BH25.0277,"	KH-00184","	1000310050080000",1,2150000,2150000
3/17/2025,BH25.0277,"	KH-00184","	000125002009000",2,1050000,2100000
3/17/2025,BH25.0277,"	KH-00184","	000125002023000",1,1050000,1050000
3/17/2025,BH25.0277,"	KH-00184","	000125002002000",1,1050000,1050000
3/17/2025,BH25.0278,"	KH-00079","	000224002002000",1,1130000,1130000
3/17/2025,BH25.0278,"	KH-00079","	000224002023000",1,1130000,1130000
3/17/2025,BH25.0278,"	KH-00079","	000224002009000",1,1130000,1130000
3/17/2025,BH25.0278,"	KH-00079","	000225002023000",3,1180000,3540000
3/17/2025,BH25.0278,"	KH-00079","	000225002025000",3,1180000,3540000
3/17/2025,BH25.0278,"	KH-00079","	000207004000000",2,1250000,2500000
3/17/2025,BH25.0278,"	KH-00079","	000209002003000",8,1150000,9200000
3/17/2025,BH25.0279,"	KH-00010","	000225002023000",7,1180000,8260000
3/17/2025,BH25.0279,"	KH-00010","	000125002009000",3,1050000,3150000
3/17/2025,BH25.0279,"	KH-00010","	000125002023000",1,1050000,1050000
3/17/2025,BH25.0279,"	KH-00010","	000125002002000",1,1050000,1050000
3/17/2025,BH25.0279,"	KH-00010","	000125002013000",2,1050000,2100000
3/17/2025,BH25.0279,"	KH-00010","	1000250020050000",2,500000,1000000
3/17/2025,BH25.0279,"	KH-00010","	1000250020220000",3,500000,1500000
3/17/2025,BH25.0279,"	KH-00010","	100035005001000",2,3003787,6007574
3/17/2025,BH25.0279,"	KH-00010","	1000350050220000",2,3003787,6007574
3/17/2025,BH25.0279,"	KH-00010","	000131002008001",1,1200000,1200000
3/17/2025,BH25.0279,"	KH-00010","	000131002001002",3,1200000,3600000
3/17/2025,BH25.0279,"	KH-00010","	000131002019002",3,1200000,3600000
3/17/2025,BH25.0279,"	KH-00010","	000131002004005",3,1200000,3600000
3/17/2025,BH25.0279,"	KH-00010","	000224002026000",2,1130000,2260000
3/17/2025,BH25.0279,"	KH-00010","	000225002002000",2,1180000,2360000
3/17/2025,BH25.0279,"	KH-00010","	000225002025000",3,1180000,3540000
3/17/2025,BH25.0280,"	KH-00014","	1000230020090000",2,470000,940000
3/17/2025,BH25.0280,"	KH-00014","	1000270020220000",2,500000,1000000
3/17/2025,BH25.0280,"	KH-00014","	000225002023000",9,1180000,10620000
3/17/2025,BH25.0280,"	KH-00014","	000225002015000",7,1180000,8260000
3/17/2025,BH25.0280,"	KH-00014","	000224002002000",3,1130000,3390000
3/17/2025,BH25.0280,"	KH-00014","	000224002023000",4,1130000,4520000
3/17/2025,BH25.0280,"	KH-00014","	000225002002000",4,1180000,4720000
3/17/2025,BH25.0280,"	KH-00014","	000224002015000",4,1130000,4520000
3/17/2025,BH25.0280,"	KH-00014","	000125002009000",2,1050000,2100000
3/17/2025,BH25.0280,"	KH-00014","	1000240020090000",2,500000,1000000
3/17/2025,BH25.0280,"	KH-00014","	1000260020220000",2,470000,940000
3/17/2025,BH25.0280,"	KH-00014","	000125002013000",2,1050000,2100000
3/17/2025,BH25.0280,"	KH-00014","	000125002002000",1,1050000,1050000
3/17/2025,BH25.0281,"	KH-00185","	000218003008000",1,2546296.3,2546296
3/17/2025,BH25.0282,"	KH-00173","	1000300050200000",5,3486388.89,17431944
3/17/2025,BH25.0283,"	KH-00173","	000334002013000",5,1960648.15,9803241
3/17/2025,BH25.0283,"	KH-00173","	000125002009000",5,1561388.89,7806944
3/17/2025,BH25.0283,"	KH-00173","	000335002001000",5,2488240.74,12441204
3/17/2025,BH25.0283,"	KH-00173","	1000310050010000",5,3486388.89,17431944
3/17/2025,BH25.0284,"	KH-00173","	1000210020090000",1,1062314.81,1062315
3/17/2025,BH25.0284,"	KH-00173","	1000260020220000",6,1062314.81,6373889
3/17/2025,BH25.0284,"	KH-00173","	1000340010240000",1,1418796.3,1418796
3/17/2025,BH25.0284,"	KH-00173","	1000250020050000",2,1133611.11,2267222
3/17/2025,BH25.0284,"	KH-00173","	1000270020150000",1,1133611.11,1133611
3/17/2025,BH25.0284,"	KH-00173","	1000330010090000",6,1490092.59,8940556
3/17/2025,BH25.0284,"	KH-00173","	1040010000080000",4,1490092.59,5960370
3/17/2025,BH25.0284,"	KH-00173","	000334002013000",6,1960648.15,11763889
3/17/2025,BH25.0284,"	KH-00173","	000125002009000",6,1561388.89,9368333
3/17/2025,BH25.0284,"	KH-00173","	1000320010090000",6,1703981.48,10223889
3/17/2025,BH25.0284,"	KH-00173","	000226003023000",3,1996296.3,5988889
3/17/2025,BH25.0284,"	KH-00173","	000227002014000",2,1846574.07,3693148
3/17/2025,BH25.0284,"	KH-00173","	000335002001000",6,2488240.74,14929444
3/17/2025,BH25.0284,"	KH-00173","	000330002002200",4,1917870.37,7671481
3/17/2025,BH25.0284,"	KH-00173","	000225002002000",3,1917870.37,5753611
3/17/2025,BH25.0284,"	KH-00173","	000217004022000",3,2488240.74,7464722
3/17/2025,BH25.0284,"	KH-00173","	000231003002000",7,2844722.22,19913056
3/17/2025,BH25.0284,"	KH-00173","	1000300050200000",6,3486388.89,20918333
3/17/2025,BH25.0284,"	KH-00173","	1000310050010000",6,3486388.89,20918333
3/17/2025,BH25.0285,"	KH-00173","	1000210020090000",2,1062314.81,2124630
3/17/2025,BH25.0285,"	KH-00173","	1000260020220000",5,1062314.81,5311574
3/17/2025,BH25.0285,"	KH-00173","	1000340010240000",4,1418796.3,5675185
3/17/2025,BH25.0285,"	KH-00173","	1000220020220000",1,1133611.11,1133611
3/17/2025,BH25.0285,"	KH-00173","	1000270020150000",2,1133611.11,2267222
3/17/2025,BH25.0285,"	KH-00173","	1040010000080000",1,1490092.59,1490093
3/17/2025,BH25.0285,"	KH-00173","	1000330010090000",4,1490092.59,5960370
3/17/2025,BH25.0285,"	KH-00173","	1000320010090000",4,1703981.48,6815926
3/17/2025,BH25.0285,"	KH-00173","	000334002013000",4,1960648.15,7842593
3/17/2025,BH25.0285,"	KH-00173","	000125002009000",4,1561388.89,6245556
3/17/2025,BH25.0285,"	KH-00173","	000335002001000",4,2488240.74,9952963
3/17/2025,BH25.0285,"	KH-00173","	000226003023000",3,1996296.3,5988889
3/17/2025,BH25.0285,"	KH-00173","	000227002014000",3,1846574.07,5539722
3/17/2025,BH25.0285,"	KH-00173","	000330002002200",2,1917870.37,3835741
3/17/2025,BH25.0285,"	KH-00173","	000225002002000",4,1917870.37,7671481
3/17/2025,BH25.0285,"	KH-00173","	000231003002000",4,2844722.22,11378889
3/17/2025,BH25.0285,"	KH-00173","	000217004022000",1,2488240.74,2488241
3/17/2025,BH25.0285,"	KH-00173","	1000310050010000",4,3486388.89,13945556
3/17/2025,BH25.0285,"	KH-00173","	1000300050200000",4,3486388.89,13945556
3/17/2025,BH25.0286,"	KH-00173","	000334002013000",4,1960648.15,7842593
3/17/2025,BH25.0286,"	KH-00173","	000125002009000",4,1561388.89,6245556
3/17/2025,BH25.0286,"	KH-00173","	000335002001000",4,2488240.74,9952963
3/17/2025,BH25.0286,"	KH-00173","	1000310050010000",4,3486388.89,13945556
3/17/2025,BH25.0286,"	KH-00173","	1000300050200000",4,3486388.89,13945556
3/17/2025,BH25.0287,"	KH-00173","	000334002013000",4,1960648.15,7842593
3/17/2025,BH25.0287,"	KH-00173","	000125002009000",4,1561388.89,6245556
3/17/2025,BH25.0287,"	KH-00173","	000335002001000",4,2488240.74,9952963
3/17/2025,BH25.0287,"	KH-00173","	1000310050010000",4,3486388.89,13945556
3/17/2025,BH25.0287,"	KH-00173","	1000300050200000",4,3486388.89,13945556
3/17/2025,BH25.0288,"	KH-00173","	1000210020090000",2,1062314.81,2124630
3/17/2025,BH25.0288,"	KH-00173","	1000260020220000",4,1062314.81,4249259
3/17/2025,BH25.0288,"	KH-00173","	1000340010240000",4,1418796.3,5675185
3/17/2025,BH25.0288,"	KH-00173","	1000220020220000",1,1133611.11,1133611
3/17/2025,BH25.0288,"	KH-00173","	1000270020150000",3,1133611.11,3400833
3/17/2025,BH25.0288,"	KH-00173","	1000250020050000",1,1133611.11,1133611
3/17/2025,BH25.0288,"	KH-00173","	1040010000080000",1,1490092.59,1490093
3/17/2025,BH25.0288,"	KH-00173","	1000330010090000",4,1490092.59,5960370
3/17/2025,BH25.0288,"	KH-00173","	1000320010090000",4,1703981.48,6815926
3/17/2025,BH25.0288,"	KH-00173","	000334002013000",4,1960648.15,7842593
3/17/2025,BH25.0288,"	KH-00173","	000125002009000",4,1561388.89,6245556
3/17/2025,BH25.0288,"	KH-00173","	000226003023000",3,1996296.3,5988889
3/17/2025,BH25.0288,"	KH-00173","	000227002014000",4,1846574.07,7386296
3/17/2025,BH25.0288,"	KH-00173","	000335002001000",4,2488240.74,9952963
3/17/2025,BH25.0288,"	KH-00173","	000225002002000",4,1917870.37,7671481
3/17/2025,BH25.0288,"	KH-00173","	000231003002000",2,2844722.22,5689444
3/17/2025,BH25.0288,"	KH-00173","	1000310050010000",4,3486388.89,13945556
3/17/2025,BH25.0288,"	KH-00173","	1000300050200000",4,3486388.89,13945556
3/17/2025,BH25.0289,"	KH-00173","	1000210020090000",1,1062314.81,1062315
3/17/2025,BH25.0289,"	KH-00173","	1000260020220000",3,1062314.81,3186944
3/17/2025,BH25.0289,"	KH-00173","	1000250020050000",1,1133611.11,1133611
3/17/2025,BH25.0289,"	KH-00173","	1000220020220000",2,1133611.11,2267222
3/17/2025,BH25.0289,"	KH-00173","	1000270020150000",1,1133611.11,1133611
3/17/2025,BH25.0289,"	KH-00173","	1040010000080000",2,1490092.59,2980185
3/17/2025,BH25.0289,"	KH-00173","	000124002024000",2,1775277.78,3550556
3/17/2025,BH25.0289,"	KH-00173","	000125002009000",3,1561388.89,4684167
3/17/2025,BH25.0289,"	KH-00173","	000334002013000",3,1960648.15,5881944
3/17/2025,BH25.0289,"	KH-00173","	000335002001000",3,2488240.74,7464722
3/17/2025,BH25.0289,"	KH-00173","	000226003023000",5,1996296.3,9981482
3/17/2025,BH25.0289,"	KH-00173","	000227002014000",2,1846574.07,3693148
3/17/2025,BH25.0289,"	KH-00173","	000225002002000",3,1917870.37,5753611
3/17/2025,BH25.0289,"	KH-00173","	000231003002000",2,2844722.22,5689444
3/17/2025,BH25.0289,"	KH-00173","	000217004022000",2,2488240.74,4976481
3/17/2025,BH25.0289,"	KH-00173","	1000310050010000",3,3486388.89,10459167
3/17/2025,BH25.0289,"	KH-00173","	1000300050200000",3,3486388.89,10459167
3/17/2025,BH25.0290,"	KH-00173","	000334002013000",3,1960648.15,5881944
3/17/2025,BH25.0290,"	KH-00173","	000125002009000",3,1561388.89,4684167
3/17/2025,BH25.0290,"	KH-00173","	000335002001000",3,2488240.74,7464722
3/17/2025,BH25.0290,"	KH-00173","	1000310050010000",3,3486388.89,10459167
3/17/2025,BH25.0290,"	KH-00173","	1000300050200000",3,3486388.89,10459167
3/17/2025,BH25.0291,"	KH-00186","	000224002004000",6,2038426,12230556
3/17/2025,BH25.0291,"	KH-00186","	000225002004000",2,2117129.63,4234259
3/18/2025,BH25.0292,"	KH-00001","	000214004000000",3,2305555.56,6916667
3/18/2025,BH25.0293,"	KH-00187","	000331002008000",1,2768518.52,2768519
3/18/2025,BH25.0294,"	KH-00188","	000334002013000",3,1960648.15,5881944
3/18/2025,BH25.0294,"	KH-00188","	000125002009000",3,1561388.89,4684167
3/18/2025,BH25.0294,"	KH-00188","	000335002001000",3,2488240.74,7464722
3/18/2025,BH25.0294,"	KH-00188","	1000310050010000",3,3486388.89,10459167
3/18/2025,BH25.0294,"	KH-00188","	1000300050200000",3,3486388.89,10459167
3/18/2025,BH25.0295,"	KH-00188","	1000260020220000",2,1062314.81,2124630
3/18/2025,BH25.0295,"	KH-00188","	1000220020220000",1,1133611.11,1133611
3/18/2025,BH25.0295,"	KH-00188","	1040010000080000",1,1490092.59,1490093
3/18/2025,BH25.0295,"	KH-00188","	000334002013000",2,1960648.15,3921296
3/18/2025,BH25.0295,"	KH-00188","	000125002009000",2,1561388.89,3122778
3/18/2025,BH25.0295,"	KH-00188","	000335002001000",2,2488240.74,4976481
3/18/2025,BH25.0295,"	KH-00188","	000226003023000",2,1996296.3,3992593
3/18/2025,BH25.0295,"	KH-00188","	000225002002000",1,1917870.37,1917870
3/18/2025,BH25.0295,"	KH-00188","	1000300050200000",2,3486388.89,6972778
3/18/2025,BH25.0295,"	KH-00188","	1000310050010000",2,3486388.89,6972778
3/18/2025,BH25.0296,"	KH-00016","	000225002024000",1,1180000,1180000
3/18/2025,BH25.0296,"	KH-00016","	000215004000000",6,1280000,7680000
3/18/2025,BH25.0296,"	KH-00016","	000218002007000",2,1180000,2360000
3/18/2025,BH25.0296,"	KH-00016","	000225002015000",1,1180000,1180000
3/18/2025,BH25.0296,"	KH-00016","	000225002023000",3,1180000,3540000
3/18/2025,BH25.0296,"	KH-00016","	000225002002000",1,1180000,1180000
3/18/2025,BH25.0296,"	KH-00016","	000224002015000",1,1130000,1130000
3/18/2025,BH25.0296,"	KH-00016","	000224002023000",1,1130000,1130000
3/18/2025,BH25.0296,"	KH-00016","	000125002023000",1,1050000,1050000
3/18/2025,BH25.0296,"	KH-00016","	000125002013000",1,1050000,1050000
3/18/2025,BH25.0296,"	KH-00016","	000226003002000",1,1200000,1200000
3/18/2025,BH25.0296,"	KH-00016","	000226003023000",2,1200000,2400000
3/18/2025,BH25.0297,"	KH-00186","	000216002003000",5,1802314.8,9011574
3/18/2025,BH25.0297,"	KH-00186","	000225002004000",3,2117129.33,6351388
3/18/2025,BH25.0298,"	KH-00189","	000490002004000",1,1400000,1400000
3/18/2025,BH25.0298,"	KH-00189","	000224002023000",1,1130000,1130000
3/18/2025,BH25.0298,"	KH-00189","	000226003023000",2,1200000,2400000
3/18/2025,BH25.0298,"	KH-00189","	000217003008000",1,1250000,1250000
3/18/2025,BH25.0298,"	KH-00189","	000218003008000",1,1270000,1270000
3/18/2025,BH25.0298,"	KH-00189","	1000210020090000",1,470000,470000
3/18/2025,BH25.0298,"	KH-00189","	1000220020090000",1,500000,500000
3/18/2025,BH25.0298,"	KH-00189","	000125002023000",1,1050000,1050000
3/18/2025,BH25.0298,"	KH-00189","	000125002009000",2,1050000,2100000
3/18/2025,BH25.0299,"	KH-00068","	000224002023000",3,1130000,3390000
3/18/2025,BH25.0299,"	KH-00068","	000225002002000",1,1180000,1180000
3/18/2025,BH25.0299,"	KH-00068","	000225002023000",3,1180000,3540000
3/18/2025,BH25.0299,"	KH-00068","	000225002015000",1,1180000,1180000
3/18/2025,BH25.0299,"	KH-00068","	000217003008000",2,1250000,2500000
3/18/2025,BH25.0299,"	KH-00068","	1000230020090000",5,470000,2350000
3/18/2025,BH25.0299,"	KH-00068","	1000260020220000",5,470000,2350000
3/18/2025,BH25.0299,"	KH-00068","	1000270020150000",2,500000,1000000
3/18/2025,BH25.0300,"	KH-00190","	000230002002000",1,1943500,1943500
3/18/2025,BH25.0300,"	KH-00190","	000230002002000",1,1943500,1943500
3/18/2025,BH25.0300,"	KH-00190","	000330002002200",5,1200000,6000000
3/18/2025,BH25.0300,"	KH-00190","	000225002015000",5,1180000,5900000
3/18/2025,BH25.0300,"	KH-00190","	000209002025000",1,1150000,1150000
3/18/2025,BH25.0300,"	KH-00190","	000214004000000",1,1250000,1250000
3/18/2025,BH25.0301,"	KH-00024","	000331002022000",1,1250000,1250000
3/18/2025,BH25.0301,"	KH-00024","	000226003014000",2,1200000,2400000
3/18/2025,BH25.0301,"	KH-00024","	000226003002000",3,1200000,3600000
3/18/2025,BH25.0301,"	KH-00024","	000226003015000",2,1200000,2400000
3/18/2025,BH25.0301,"	KH-00024","	000226003023000",5,1200000,6000000
3/18/2025,BH25.0301,"	KH-00024","	000305002001000",3,1050000,3150000
3/18/2025,BH25.0301,"	KH-00024","	000305002022000",3,1050000,3150000
3/18/2025,BH25.0301,"	KH-00024","	000125002009000",1,1050000,1050000
3/18/2025,BH25.0301,"	KH-00024","	000125002023000",2,1050000,2100000
3/18/2025,BH25.0301,"	KH-00024","	000125002002000",1,1050000,1050000
3/18/2025,BH25.0301,"	KH-00024","	000225002015000",2,1180000,2360000
3/18/2025,BH25.0301,"	KH-00024","	000331002008000",15,1250000,18750000
3/18/2025,BH25.0302,"	KH-00078","	000125002009000",2,1050000,2100000
3/18/2025,BH25.0302,"	KH-00078","	000226003023000",3,1200000,3600000
3/18/2025,BH25.0302,"	KH-00078","	1000220020090000",1,500000,500000
3/18/2025,BH25.0302,"	KH-00078","	000330002001000",1,1200000,1200000
3/18/2025,BH25.0302,"	KH-00078","	000305002001000",2,1050000,2100000
3/18/2025,BH25.0302,"	KH-00078","	000305002022000",1,1050000,1050000
3/18/2025,BH25.0303,"	KH-00096","	000225002015000",2,1180000,2360000
3/18/2025,BH25.0303,"	KH-00096","	000225002023000",3,1180000,3540000
3/18/2025,BH25.0303,"	KH-00096","	000225002025000",2,1180000,2360000
3/18/2025,BH25.0303,"	KH-00096","	000224002023000",1,1130000,1130000
3/18/2025,BH25.0303,"	KH-00096","	000224002015000",1,1130000,1130000
3/18/2025,BH25.0303,"	KH-00096","	000224002026000",1,1130000,1130000
3/18/2025,BH25.0303,"	KH-00096","	000224002024000",2,1130000,2260000
3/18/2025,BH25.0303,"	KH-00096","	000225002002000",1,1180000,1180000
3/18/2025,BH25.0303,"	KH-00096","	000225002004000",1,1180000,1180000
3/18/2025,BH25.0303,"	KH-00096","	000335002013000",1,1200000,1200000
3/18/2025,BH25.0303,"	KH-00096","	000333002001000",1,1300000,1300000
3/18/2025,BH25.0303,"	KH-00096","	000331002008000",2,1250000,2500000
3/18/2025,BH25.0303,"	KH-00096","	000231003002001",1,2658500,2658500
3/18/2025,BH25.0303,"	KH-00096","	000231003023000",1,1200000,1200000
3/18/2025,BH25.0303,"	KH-00096","	000231003005001",1,2658500,2658500
3/18/2025,BH25.0304,"	KH-00098","	000216003001000",10,1200000,12000000
3/18/2025,BH25.0304,"	KH-00098","	000217003001000",10,1250000,12500000
3/18/2025,BH25.0304,"	KH-00098","	000224002023000",30,1130000,33900000
3/18/2025,BH25.0304,"	KH-00098","	000225002023000",20,1180000,23600000
3/18/2025,BH25.0304,"	KH-00098","	000208002003000",5,1100000,5500000
3/18/2025,BH25.0304,"	KH-00098","	000208002023000",5,1100000,5500000
3/18/2025,BH25.0304,"	KH-00098","	000207004000000",5,1250000,6250000
3/18/2025,BH25.0304,"	KH-00098","	000225002004000",5,1180000,5900000
3/18/2025,BH25.0304,"	KH-00098","	000125002009000",5,1050000,5250000
3/18/2025,BH25.0304,"	KH-00098","	000225002025000",15,1180000,17700000
3/18/2025,BH25.0304,"	KH-00098","	000224002004000",5,1130000,5650000
3/18/2025,BH25.0304,"	KH-00098","	000224002024000",5,1130000,5650000
3/18/2025,BH25.0304,"	KH-00098","	000224002015000",10,1130000,11300000
3/19/2025,BH25.0305,"	KH-00173","	1000210020090000",1,1062314.81,1062315
3/19/2025,BH25.0305,"	KH-00173","	1000260020220000",2,1062314.81,2124630
3/19/2025,BH25.0305,"	KH-00173","	1000340010240000",1,1418796.3,1418796
3/19/2025,BH25.0305,"	KH-00173","	1000220020220000",1,1133611.11,1133611
3/19/2025,BH25.0305,"	KH-00173","	1000250020050000",1,1133611.11,1133611
3/19/2025,BH25.0305,"	KH-00173","	1000270020150000",1,1133611.11,1133611
3/19/2025,BH25.0305,"	KH-00173","	1040010000080000",1,1490092.59,1490093
3/19/2025,BH25.0305,"	KH-00173","	1000330010090000",2,1490092.59,2980185
3/19/2025,BH25.0305,"	KH-00173","	1000320010090000",1,1703981.48,1703981
3/19/2025,BH25.0305,"	KH-00173","	000125002009000",2,1561388.89,3122778
3/19/2025,BH25.0305,"	KH-00173","	000334002013000",2,1960648.15,3921296
3/19/2025,BH25.0305,"	KH-00173","	000124002024000",1,1775277.78,1775278
3/19/2025,BH25.0305,"	KH-00173","	000335002001000",2,2488240.74,4976481
3/19/2025,BH25.0305,"	KH-00173","	000226003023000",1,1996296.3,1996296
3/19/2025,BH25.0305,"	KH-00173","	000227002014000",1,1846574.07,1846574
3/19/2025,BH25.0305,"	KH-00173","	000330002002200",1,1917870.37,1917870
3/19/2025,BH25.0305,"	KH-00173","	000225002002000",2,1917870.37,3835741
3/19/2025,BH25.0305,"	KH-00173","	000231003002000",1,2844722.22,2844722
3/19/2025,BH25.0305,"	KH-00173","	000217004022000",2,2488240.74,4976481
3/19/2025,BH25.0305,"	KH-00173","	1000310050010000",2,3486388.89,6972778
3/19/2025,BH25.0305,"	KH-00173","	1000300050200000",2,3486388.89,6972778
3/19/2025,BH25.0306,"	KH-00173","	000334002013000",2,1960648.15,3921296
3/19/2025,BH25.0306,"	KH-00173","	000125002009000",2,1561388.89,3122778
3/19/2025,BH25.0306,"	KH-00173","	000335002001000",2,2488240.74,4976481
3/19/2025,BH25.0306,"	KH-00173","	1000300050200000",2,3486388.89,6972778
3/19/2025,BH25.0306,"	KH-00173","	1000310050010000",2,3486388.89,6972778
3/19/2025,BH25.0307,"	KH-00191","	000331002022000",1,2768518.52,2768519
3/19/2025,BH25.0308,"	KH-00023","	000217002007000",1,2212962.96,2212963
3/19/2025,BH25.0308,"	KH-00023","	000209002007000",1,2212962.96,2212963
3/19/2025,BH25.0309,"	KH-00065","	000131002019002",2,1200000,2400000
3/19/2025,BH25.0309,"	KH-00065","	000123002004000",1,1050000,1050000
3/19/2025,BH25.0309,"	KH-00065","	000224002004000",1,1130000,1130000
3/19/2025,BH25.0309,"	KH-00065","	000216003008000",2,1200000,2400000
3/19/2025,BH25.0309,"	KH-00065","	000216003001000",3,1200000,3600000
3/19/2025,BH25.0309,"	KH-00065","	000333002001000",2,1300000,2600000
3/19/2025,BH25.0309,"	KH-00065","	000333002022000",1,1300000,1300000
3/19/2025,BH25.0309,"	KH-00065","	000335002001000",2,1200000,2400000
3/19/2025,BH25.0309,"	KH-00065","	000217003008000",5,1250000,6250000
3/19/2025,BH25.0309,"	KH-00065","	000330002002200",1,1200000,1200000
3/19/2025,BH25.0309,"	KH-00065","	000224002023000",2,1130000,2260000
3/19/2025,BH25.0309,"	KH-00065","	000209002003000",1,1150000,1150000
3/19/2025,BH25.0309,"	KH-00065","	000209002007000",1,1150000,1150000
3/19/2025,BH25.0309,"	KH-00065","	000209002025000",3,1150000,3450000
3/19/2025,BH25.0309,"	KH-00065","	000214004000000",3,1250000,3750000
3/19/2025,BH25.0309,"	KH-00065","	000207004000000",4,1250000,5000000
3/19/2025,BH25.0309,"	KH-00065","	000215004000000",1,1280000,1280000
3/19/2025,BH25.0309,"	KH-00065","	000217002001000",1,1150000,1150000
3/19/2025,BH25.0309,"	KH-00065","	000217002007000",1,1150000,1150000
3/19/2025,BH25.0309,"	KH-00065","	000224002002000",1,1130000,1130000
3/19/2025,BH25.0309,"	KH-00065","	000224002015000",1,1130000,1130000
3/19/2025,BH25.0309,"	KH-00065","	000224002026000",1,1130000,1130000
3/19/2025,BH25.0309,"	KH-00065","	000125002009000",1,1050000,1050000
3/19/2025,BH25.0309,"	KH-00065","	000125002013000",1,1050000,1050000
3/19/2025,BH25.0309,"	KH-00065","	000125002023000",1,1050000,1050000
3/19/2025,BH25.0309,"	KH-00065","	000125002002000",1,1050000,1050000
3/19/2025,BH25.0309,"	KH-00065","	000131002004005",1,1200000,1200000
3/19/2025,BH25.0309,"	KH-00065","	000217003001000",2,1250000,2500000
3/19/2025,BH25.0309,"	KH-00065","	000225002025000",5,1180000,5900000
3/19/2025,BH25.0309,"	KH-00065","	000225002002000",6,1180000,7080000
3/19/2025,BH25.0309,"	KH-00065","	000225002023000",5,1180000,5900000
3/19/2025,BH25.0309,"	KH-00065","	000225002015000",5,1180000,5900000
3/19/2025,BH25.0310,"	KH-00192","	000131002001002",1,1200000,1200000
3/19/2025,BH25.0310,"	KH-00192","	000131002019002",1,1200000,1200000
3/19/2025,BH25.0310,"	KH-00192","	000214004000000",1,1250000,1250000
3/19/2025,BH25.0310,"	KH-00192","	1000260020220000",1,470000,470000
3/19/2025,BH25.0310,"	KH-00192","	000330002001000",1,1200000,1200000
3/19/2025,BH25.0310,"	KH-00192","	000330002002200",1,1200000,1200000
3/19/2025,BH25.0310,"	KH-00192","	000224002023000",2,1130000,2260000
3/19/2025,BH25.0310,"	KH-00192","	000305002001000",3,1050000,3150000
3/19/2025,BH25.0310,"	KH-00192","	1000270020150000",1,500000,500000
3/19/2025,BH25.0310,"	KH-00192","	000125002002000",1,1050000,1050000
3/19/2025,BH25.0310,"	KH-00192","	000125002009000",1,1050000,1050000
3/19/2025,BH25.0310,"	KH-00192","	000224002026000",1,1130000,1130000
3/19/2025,BH25.0311,"	KH-00065","	000122002009000",2,1050000,2100000
3/19/2025,BH25.0311,"	KH-00065","	000122002007000",2,1050000,2100000
3/19/2025,BH25.0311,"	KH-00065","	000224002026000",4,1130000,4520000
3/19/2025,BH25.0311,"	KH-00065","	000224002023000",4,1130000,4520000
3/19/2025,BH25.0311,"	KH-00065","	000224002015000",3,1130000,3390000
3/19/2025,BH25.0311,"	KH-00065","	000224002002000",6,1130000,6780000
3/19/2025,BH25.0311,"	KH-00065","	000225002002000",7,1180000,8260000
3/19/2025,BH25.0311,"	KH-00065","	000225002024000",2,1180000,2360000
3/19/2025,BH25.0311,"	KH-00065","	000215004000000",1,1280000,1280000
3/19/2025,BH25.0311,"	KH-00065","	000225002025000",2,1180000,2360000
3/19/2025,BH25.0311,"	KH-00065","	000225002015000",6,1180000,7080000
3/19/2025,BH25.0311,"	KH-00065","	000216003001000",1,1200000,1200000
3/19/2025,BH25.0311,"	KH-00065","	000216003008000",1,1200000,1200000
3/19/2025,BH25.0311,"	KH-00065","	000330002002200",2,1200000,2400000
3/19/2025,BH25.0311,"	KH-00065","	000131002004005",1,1200000,1200000
3/19/2025,BH25.0311,"	KH-00065","	1000300050200000",2,2150000,4300000
3/19/2025,BH25.0311,"	KH-00065","	000225002004000",2,1180000,2360000
3/19/2025,BH25.0311,"	KH-00065","	000331002022000",1,1250000,1250000
3/19/2025,BH25.0311,"	KH-00065","	000333002001000",1,1300000,1300000
3/19/2025,BH25.0311,"	KH-00065","	000333002022000",1,1300000,1300000
3/19/2025,BH25.0311,"	KH-00065","	000226003023000",3,1200000,3600000
3/19/2025,BH25.0311,"	KH-00065","	000225002023000",9,1180000,10620000
3/19/2025,BH25.0311,"	KH-00065","	000231003022000",2,1200000,2400000
3/19/2025,BH25.0311,"	KH-00065","	1000300050080000",1,2150000,2150000
3/19/2025,BH25.0311,"	KH-00065","	000226003015000",1,1200000,1200000
