ID Bản ghi,Ngày đặt hàng,Năm tài chính,Quý,Tháng,Tuần trong năm,Số đơn hàng,ID Đơn hàng,ID Dòng hàng,Mã khách hàng,Tên khách hàng,ID Tỉnh thành,Tên tỉnh thành,Khu vực,Mã sản phẩm,Tên sản phẩm,Màu sắc,ID Dòng sản phẩm,Tên dòng sản phẩm,Mã nhóm sản phẩm,Tên nhóm sản phẩm,Số lượng,Đơn giá,Thành tiền
4851,3/24/2025,2025,1,3,13,BH25.0471,448,4851,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.05002E+11,Xe đạp Thống Nhất MTB 20-05 Xanh dương,Xanh dương,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,15,1050000,15750000
4852,3/24/2025,2025,1,3,13,BH25.0471,448,4852,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,3.05002E+11,Xe đạp Thống Nhất MTB 20-05 Đen,Đen,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,15,1050000,15750000
4853,3/24/2025,2025,1,3,13,BH25.0471,448,4853,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.15004E+11,Xe đạp Thống Nhất GN 05-27,27-May,6,Xe GN 05-27,CITYBIKE_P,Xe phổ thông,15,1280000,19200000
4854,3/24/2025,2025,1,3,13,BH25.0471,448,4854,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.18002E+11,Xe đạp Thống Nhất GN 06-27 Coban,Coban,11,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,15,1180000,17700000
4855,3/24/2025,2025,1,3,13,BH25.0471,448,4855,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.18002E+11,Xe đạp Thống Nhất GN 06-27 Đen,Đen,11,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,15,1180000,17700000
4856,3/24/2025,2025,1,3,13,BH25.0471,448,4856,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.18002E+11,Xe đạp Thống Nhất GN 06-27 Đỏ đun,Đỏ đun,11,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,15,1180000,17700000
4857,3/24/2025,2025,1,3,13,BH25.0471,448,4857,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.17004E+11,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,Cam,59,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,15,1300000,19500000
4858,3/24/2025,2025,1,3,13,BH25.0471,448,4858,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.17004E+11,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,Ghi,59,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,15,1300000,19500000
4859,3/24/2025,2025,1,3,13,BH25.0471,448,4859,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.17004E+11,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,Xanh dương,59,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,20,1300000,26000000
4860,3/24/2025,2025,1,3,13,BH25.0471,448,4860,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.18003E+11,Xe đạp Thống Nhất GN 06-27 2.0 Cam,Cam,12,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,20,1270000,25400000
4861,3/24/2025,2025,1,3,13,BH25.0471,448,4861,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.18003E+11,Xe đạp Thống Nhất GN 06-27 2.0 Ghi,Ghi,12,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,20,1270000,25400000
4862,3/24/2025,2025,1,3,13,BH25.0471,448,4862,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Coban,Coban,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,13,1050000,13650000
4863,3/24/2025,2025,1,3,13,BH25.0471,448,4863,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Hồng,Hồng,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,15,1050000,15750000
4864,3/24/2025,2025,1,3,13,BH25.0471,448,4864,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Trắng,Trắng,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,15,1050000,15750000
4865,3/24/2025,2025,1,3,13,BH25.0471,448,4865,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.22002E+11,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,Đỏ tươi,28,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,15,1050000,15750000
4866,3/24/2025,2025,1,3,13,BH25.0471,448,4866,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,12,1050000,12600000
4867,3/24/2025,2025,1,3,13,BH25.0471,448,4867,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,12,1050000,12600000
4868,3/24/2025,2025,1,3,13,BH25.0471,448,4868,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,12,1050000,12600000
4869,3/24/2025,2025,1,3,13,BH25.0471,448,4869,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,12,1050000,12600000
4870,3/24/2025,2025,1,3,13,BH25.0471,448,4870,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,30,1200000,36000000
4871,3/24/2025,2025,1,3,13,BH25.0471,448,4871,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,30,1200000,36000000
4872,3/24/2025,2025,1,3,13,BH25.0471,448,4872,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,30,1200000,36000000
4873,3/24/2025,2025,1,3,13,BH25.0471,448,4873,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,30,1200000,36000000
4874,3/24/2025,2025,1,3,13,BH25.0471,448,4874,KH-00091,CÔNG TY TNHH BÌNH MINH,11,Hà Nội,Miền Bắc,2.18004E+11,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,BLACKPINK,61,Xe GN 06-27 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,9,1350000,12150000
4875,3/24/2025,2025,1,3,13,BH25.0472,449,4875,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2,1375000,2750000
4876,3/24/2025,2025,1,3,13,BH25.0472,449,4876,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1155000,1155000
4877,3/24/2025,2025,1,3,13,BH25.0472,449,4877,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1155000,1155000
4878,3/24/2025,2025,1,3,13,BH25.0472,449,4878,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1155000,1155000
4879,3/24/2025,2025,1,3,13,BH25.0472,449,4879,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1155000,1155000
4880,3/24/2025,2025,1,3,13,BH25.0472,449,4880,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,6,1298000,7788000
4881,3/24/2025,2025,1,3,13,BH25.0472,449,4881,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,6,1298000,7788000
4882,3/24/2025,2025,1,3,13,BH25.0472,449,4882,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1298000,2596000
4883,3/24/2025,2025,1,3,13,BH25.0472,449,4883,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1298000,2596000
4884,3/24/2025,2025,1,3,13,BH25.0472,449,4884,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,6,1320000,7920000
4885,3/24/2025,2025,1,3,13,BH25.0472,449,4885,KH-00086,CÔNG TY TNHH NGỌC ANH,11,Hà Nội,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2,1375000,2750000
4886,3/24/2025,2025,1,3,13,BH25.0473,450,4886,KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,7,1180000,8260000
4887,3/24/2025,2025,1,3,13,BH25.0473,450,4887,KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,11,Hà Nội,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3,1130000,3390000
4888,3/24/2025,2025,1,3,13,BH25.0473,450,4888,KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,11,Hà Nội,Miền Bắc,1.01002E+15,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam",Cam,71,"Xe GRX AT 27,5_2.0",SPORTBIKE_A,Xe thể thao nhôm,1,2400000,2400000
4889,3/24/2025,2025,1,3,13,BH25.0474,451,4889,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,3.33002E+11,Xe đạp Thống Nhất Super 26 đen,đen,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1,1300000,1300000
4890,3/24/2025,2025,1,3,13,BH25.0474,451,4890,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,3.33002E+11,Xe đạp Thống Nhất Super 26 xanh,xanh,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1,1300000,1300000
4891,3/24/2025,2025,1,3,13,BH25.0474,451,4891,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1050000,1050000
4892,3/24/2025,2025,1,3,13,BH25.0474,451,4892,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4893,3/24/2025,2025,1,3,13,BH25.0474,451,4893,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,1,1150000,1150000
4894,3/24/2025,2025,1,3,13,BH25.0474,451,4894,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1050000,1050000
4895,3/24/2025,2025,1,3,13,BH25.0474,451,4895,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1200000,2400000
4896,3/24/2025,2025,1,3,13,BH25.0474,451,4896,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3,1180000,3540000
4897,3/24/2025,2025,1,3,13,BH25.0474,451,4897,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3,1180000,3540000
4898,3/24/2025,2025,1,3,13,BH25.0474,451,4898,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1,1180000,1180000
4899,3/24/2025,2025,1,3,13,BH25.0474,451,4899,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Tím,Tím,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1,1180000,1180000
4900,3/24/2025,2025,1,3,13,BH25.0474,451,4900,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1200000,2400000
4901,3/24/2025,2025,1,3,13,BH25.0474,451,4901,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,Đỏ,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1200000,2400000
4902,3/24/2025,2025,1,3,13,BH25.0474,451,4902,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2,1250000,2500000
4903,3/24/2025,2025,1,3,13,BH25.0474,451,4903,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1,1250000,1250000
4904,3/24/2025,2025,1,3,13,BH25.0474,451,4904,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2,1200000,2400000
4905,3/24/2025,2025,1,3,13,BH25.0474,451,4905,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,3.30002E+11,Xe đạp Thống Nhất MTB 24-03 Đen,Đen,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,1,1200000,1200000
4906,3/24/2025,2025,1,3,13,BH25.0474,451,4906,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,3.30002E+11,Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,2,1200000,2400000
4907,3/24/2025,2025,1,3,13,BH25.0474,451,4907,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Coban,Coban,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,1,1150000,1150000
4908,3/24/2025,2025,1,3,13,BH25.0474,451,4908,KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,11,Hà Nội,Miền Bắc,2.14004E+11,Xe đạp Thống Nhất GN 05-26,26-May,5,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,2,1250000,2500000
4909,3/24/2025,2025,1,3,13,BH25.0475,462,4909,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,4,1180000,4720000
4910,3/24/2025,2025,1,3,13,BH25.0475,462,4910,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3,1180000,3540000
4911,3/24/2025,2025,1,3,13,BH25.0475,462,4911,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
4912,3/24/2025,2025,1,3,13,BH25.0475,462,4912,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4913,3/24/2025,2025,1,3,13,BH25.0475,462,4913,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4914,3/24/2025,2025,1,3,13,BH25.0475,462,4914,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,3,1150000,3450000
4915,3/24/2025,2025,1,3,13,BH25.0475,462,4915,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Coban,Coban,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,2,1150000,2300000
4916,3/24/2025,2025,1,3,13,BH25.0475,462,4916,KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1200000,2400000
4917,3/24/2025,2025,1,3,13,BH25.0476,453,4917,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4918,3/24/2025,2025,1,3,13,BH25.0476,453,4918,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1,1130000,1130000
4919,3/24/2025,2025,1,3,13,BH25.0476,453,4919,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4920,3/24/2025,2025,1,3,13,BH25.0476,453,4920,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4921,3/24/2025,2025,1,3,13,BH25.0476,453,4921,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Hồng,Hồng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1,1130000,1130000
4922,3/24/2025,2025,1,3,13,BH25.0476,453,4922,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1,1130000,1130000
4923,3/24/2025,2025,1,3,13,BH25.0476,453,4923,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Tím,Tím,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1,1130000,1130000
4924,3/24/2025,2025,1,3,13,BH25.0476,453,4924,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
4925,3/24/2025,2025,1,3,13,BH25.0476,453,4925,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Đỏ tươi,Đỏ tươi,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1,1180000,1180000
4926,3/24/2025,2025,1,3,13,BH25.0476,453,4926,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3,1180000,3540000
4927,3/24/2025,2025,1,3,13,BH25.0476,453,4927,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
4928,3/24/2025,2025,1,3,13,BH25.0476,453,4928,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,3,Bắc Ninh,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1180000,2360000
4929,3/24/2025,2025,1,3,13,BH25.0477,454,4929,KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,68,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,6,1200000,7200000
4930,3/24/2025,2025,1,3,13,BH25.0477,454,4930,KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,68,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,3,1200000,3600000
4931,3/24/2025,2025,1,3,13,BH25.0477,454,4931,KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,68,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,6,1200000,7200000
4932,3/24/2025,2025,1,3,13,BH25.0477,454,4932,KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,68,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Tím,Tím,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1130000,2260000
4933,3/24/2025,2025,1,3,13,BH25.0477,454,4933,KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,68,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Hồng,Hồng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1,1130000,1130000
4934,3/24/2025,2025,1,3,13,BH25.0477,454,4934,KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,68,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,7,1180000,8260000
