Số đơn hàng,Ngày đơn hàng,Thời gian nhận Email,Email người gửi,Tên file đính kèm,Tên đơn vị bán,MST bên bán,Địa chỉ bên bán,Số điện thoại bên bán,Tên đại lý,MST đại lý,Địa chỉ giao hàng,Số điện thoại đại lý,Mã hàng,Tên sản phẩm,Đơn vị tính,Số lượng,Đơn giá,Thành tiền sản phẩm,Tổng số lượng chiếc,Tổng giá trị (Chưa VAT)
BH26.0954,3/1/2026,3/1/2026 11:48,dathang@mattroi.vn,BH26_0954.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,163174528,"Xã Nam Tiền Hải, Hưng Yên",727821315,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Chiếc,1,1310555,1310555,50,81172199
BH26.0954,3/1/2026,3/1/2026 11:48,dathang@mattroi.vn,BH26_0954.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,163174528,"Xã Nam Tiền Hải, Hưng Yên",727821315,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đen,Chiếc,1,1799444,1799444,50,81172199
BH26.0954,3/1/2026,3/1/2026 11:48,dathang@mattroi.vn,BH26_0954.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,163174528,"Xã Nam Tiền Hải, Hưng Yên",727821315,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,2,1591666,3183332,50,81172199
BH26.0954,3/1/2026,3/1/2026 11:48,dathang@mattroi.vn,BH26_0954.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,163174528,"Xã Nam Tiền Hải, Hưng Yên",727821315,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Chiếc,1,1530555,1530555,50,81172199
BH26.0954,3/1/2026,3/1/2026 11:48,dathang@mattroi.vn,BH26_0954.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,163174528,"Xã Nam Tiền Hải, Hưng Yên",727821315,1.00024E+15,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,Chiếc,3,943888,2831664,50,81172199
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.07004E+11,Xe đạp Thống Nhất 219-05-26,Chiếc,6,1530555,9183330,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.15004E+11,Xe đạp Thống Nhất GN 05-27,Chiếc,3,1591666,4774998,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,1.00029E+14,Xe đạp Thống Nhất CPD 700C Ghi,Chiếc,2,2960555,5921110,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,3.33002E+11,Xe đạp Thống Nhất Super 26 S Đen,Chiếc,2,2294444,4588888,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.30002E+11,Xe đạp Thống Nhất LD 26 Kem,Chiếc,5,1799444,8997220,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Chiếc,5,1616111,8080555,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,3.33002E+11,Xe đạp Thống Nhất Super 26 S ghi,Chiếc,2,2294444,4588888,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,3,1591666,4774998,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.24002E+11,Xe đạp Thống Nhất New 24 Xanh mint,Chiếc,5,1555000,7775000,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Chiếc,2,1310555,2621110,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,3.37002E+11,Xe đạp Thống Nhất SK 24 Đen,Chiếc,1,1622222,1622222,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.08002E+11,Xe đạp Thống Nhất 219-24 Xanh Tím,Chiếc,6,1408333,8449998,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Chiếc,5,1555000,7775000,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.24002E+11,Xe đạp Thống Nhất New 24 Trắngg,Chiếc,5,1555000,7775000,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Chiếc,3,1555000,4665000,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,5,1616111,8080555,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.25002E+11,Xe đạp Thống Nhất New 26 Trắngg,Chiếc,5,1616111,8080555,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Chiếc,5,1616111,8080555,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.09002E+11,Xe đạp Thống Nhất 219-26 Xanh Tím,Chiếc,5,1469444,7347220,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Chiếc,5,1469444,7347220,81,133489977
BH26.0955,3/1/2026,3/1/2026 8:37,dathang@daiduong.vn,BH26_0955.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN ĐẠI DƯƠNG,272364761,"Lý Bôn, Phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình",998061650,1.00032E+15,Xe đạp Thống Nhất Road RPD 700C V5 Trắngg,Chiếc,1,2960555,2960555,81,133489977
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,3.37002E+11,Xe đạp Thống Nhất SK 24 Đen,Chiếc,9,1622222,14599998,40,50374975
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Chiếc,5,1310555,6552775,40,50374975
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,1.00027E+15,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Chiếc,5,943888,4719440,40,50374975
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,1.00024E+15,Xe đạp Thống Nhất TE Bunny 16 Hồng,Chiếc,10,943888,9438880,40,50374975
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,3.37002E+11,Xe đạp Thống Nhất SK 24 Đen,Chiếc,1,1622222,1622222,40,50374975
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,3.36002E+11,Xe đạp Thống Nhất SK 20 Đen,Chiếc,5,1377777,6888885,40,50374975
BH26.0956,3/1/2026,3/1/2026 11:52,dathang@thuytien.vn,BH26_0956.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP THUỶ TIÊN,273679758,"đường chiến thắng Sông Lô, tổ 2, Phường Minh Xuân, Tuyên Quang",708462073,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Chiếc,5,1310555,6552775,40,50374975
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 17 Xanh,Chiếc,2,2960555,5921110,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 17 Trắngg,Chiếc,3,2960555,8881665,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 17 Đen,Chiếc,5,2960555,14802775,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,1.00032E+15,Xe đạp Thống Nhất Road RPD 700C V5 Xanh,Chiếc,3,2960555,8881665,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,1.00032E+15,Xe đạp Thống Nhất Road RPD 700C V5 Trắngg,Chiếc,2,2960555,5921110,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.30002E+11,Xe đạp Thống Nhất LD 26 Kem,Chiếc,1,1799444,1799444,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.30002E+11,Xe đạp Thống Nhất LD 26 Pastel Hồng,Chiếc,1,1799444,1799444,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Đen,Chiếc,1,1469444,1469444,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Coban,Chiếc,2,1469444,2938888,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,5,1616111,8080555,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.25002E+11,Xe đạp Thống Nhất New 26 Trắngg,Chiếc,2,1616111,3232222,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Chiếc,1,1616111,1616111,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,5,1591666,7958330,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Ghi,Chiếc,4,1744444,6977776,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Xanh,Chiếc,8,1744444,13955552,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,3.37002E+11,Xe đạp Thống Nhất SK 24 Đen,Chiếc,1,1622222,1622222,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,3.36002E+11,Xe đạp Thống Nhất SK 20 Đen,Chiếc,4,1377777,5511108,84,152961998
BH26.0957,3/1/2026,3/1/2026 13:46,dathang@quangvinh.vn,BH26_0957.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",840586473,3.36002E+11,Xe đạp Thống Nhất SK 20 Đỏ,Chiếc,5,1377777,6888885,84,152961998
